0.62995,0.26454,+1
-0.73982,0.066486,-1
0.90217,-0.84401,+1
-0.12654,0.56332,+1
-0.67272,0.38568,-1
-0.13064,0.63981,+1
0.10882,0.57629,+1
-0.4642,0.058565,-1
0.29843,-0.63812,-1
-0.60381,-0.68871,-1
0.97172,-0.49887,+1
-0.25475,-0.041361,-1
-0.39116,0.42285,-1
-0.058245,0.2534,-1
-0.58344,-0.21678,-1
-0.65785,0.16107,-1
-0.44647,-0.81591,-1
-0.47873,0.6744,-1
0.50592,-0.27094,+1
0.19929,-0.31454,-1
-0.12704,-0.48356,-1
-0.13585,-0.92883,-1
-0.84254,-0.32109,-1
-0.58312,0.48641,-1
-0.0035729,-0.86297,-1
-0.21968,-0.48232,-1
0.51035,0.75806,+1
0.73752,-0.57501,+1
-0.10905,-0.95517,-1
0.5531,-0.19857,+1
0.24666,0.9471,+1
-0.24196,0.39368,-1
-0.095382,-0.11303,-1
-0.51248,-0.66453,-1
0.28884,-0.97465,-1
-0.97827,-0.17296,-1
-0.35306,-0.31077,-1
-0.51164,-0.18029,-1
-0.9038,0.89639,-1
-0.92583,0.06796,-1
0.047449,-0.82666,-1
-0.53652,-0.23303,-1
-0.15056,0.54724,+1
0.70593,0.89149,+1
-0.76353,-0.62456,-1
-0.78175,-0.091062,-1
-0.59565,-0.43336,-1
-0.31968,0.22075,-1
0.31334,0.95935,+1
-0.15258,0.67073,+1
-0.62106,-0.21753,-1
0.12421,0.91368,+1
-0.91156,-0.87093,-1
0.81667,0.38794,+1
0.70858,0.54474,+1
0.9161,-0.2347,+1
-0.15786,-0.47839,-1
-0.0050262,-0.98086,-1
0.75754,-0.34018,+1
-0.61198,-0.43581,-1
0.90014,0.28277,+1
-0.44182,-0.38554,-1
-0.11433,0.7832,+1
-0.34933,-0.25092,-1
0.55096,0.31486,+1
-0.98798,-0.82486,-1
-0.50049,-0.47677,-1
-0.77508,-0.010433,-1
-0.057543,0.072238,-1
0.86851,-0.87582,+1
-0.83138,0.60396,-1
0.018653,-0.22041,-1
-0.76257,0.31048,-1
-0.47821,0.040894,-1
-0.93189,0.92531,-1
0.86468,0.045507,+1
0.25489,0.69116,+1
0.75089,-0.89166,+1
-0.85746,-0.60919,-1
-0.47626,-0.58125,-1
0.4724,-0.18781,+1
0.03098,0.42116,+1
0.98294,-0.68809,+1
-0.051224,-0.041438,-1
-0.15217,-0.025319,-1
0.98856,-0.83728,+1
-0.97239,0.97308,-1
0.90036,0.56856,+1
-0.85148,-0.16482,-1
-0.28153,0.97339,+1
0.87809,-0.96913,+1
-0.053477,0.79632,+1
-0.71267,-0.50855,-1
-0.73707,0.40616,-1
-0.33991,-0.79305,-1
-0.55737,0.70034,-1
0.57623,-0.62866,+1
-0.21031,-0.48074,-1
0.19754,0.33564,+1
-0.84712,-0.21464,-1
-0.53688,0.89234,-1
-0.28117,-0.41855,-1
-0.80811,0.28989,-1
-0.0077642,-0.46712,-1
0.46574,0.8986,+1
0.93144,0.65691,+1
-0.62024,0.56894,-1
0.56963,-0.63988,+1
-0.34801,-0.40905,-1
-0.79335,0.88456,-1
-0.58697,-0.13769,-1
-0.89908,0.35159,-1
-0.77868,-0.13202,-1
0.66949,-0.80644,+1
0.56884,-0.19553,+1
0.29112,0.22142,+1
-0.97108,0.17073,-1
-0.15717,-0.92932,-1
0.31852,0.55734,+1
-0.64701,0.84017,-1
-0.34707,-0.43564,-1
0.40405,0.87767,+1
0.6603,-0.089991,+1
-0.18884,0.97752,+1
-0.44228,-0.4001,-1
-0.13226,-0.12035,-1
-0.041447,-0.62089,-1
-0.0052389,0.75446,+1
-0.62151,-0.98714,-1
-0.56739,0.085684,-1
0.058135,0.50804,+1
0.28914,0.36496,+1
0.42388,-0.040168,+1
-0.43204,-0.76359,-1
0.64537,0.38371,+1
0.41617,-0.63299,-1
-0.357,-0.67643,-1
0.48374,0.13343,+1
0.48918,-0.42447,+1
-0.81194,0.16391,-1
-0.82961,0.54995,-1
0.42308,-0.95808,-1
-0.58052,0.35477,-1
-0.093739,-0.013566,-1
-0.29464,0.2238,-1
-0.086261,-0.41024,-1
0.67548,-0.30455,+1
0.94034,-0.19505,+1
0.048803,0.020714,-1
0.14519,0.78682,+1
-0.2502,0.93602,+1
-0.29343,-0.63211,-1
0.13012,0.38673,+1
0.039236,0.41562,+1
0.8113,0.75385,+1
-0.46477,0.84091,-1
-0.62127,-0.52334,-1
0.076853,-0.73253,-1
-0.54539,-0.48694,-1
-0.36522,-0.73403,-1
-0.672,-0.45756,-1
-0.30954,-0.59405,-1
-0.85696,0.74696,-1
-0.69625,0.58857,-1
0.89273,-0.29713,+1
-0.88215,0.84277,-1
0.55431,-0.50163,+1
0.063406,-0.8528,-1
0.70319,0.50264,+1
-0.64717,0.65241,-1
-0.93261,-0.96411,-1
0.42978,0.84872,+1
0.10977,0.65769,+1
-0.28639,-0.38644,-1
0.34767,-0.88767,-1
-0.17783,0.0043313,-1
-0.28551,0.97769,+1
-0.070214,0.89364,+1
-0.79953,-0.36087,-1
-0.21134,0.67713,+1
-0.67949,-0.53366,-1
-0.67233,0.13717,-1
-0.69429,0.34125,-1
0.79326,0.3497,+1
0.3159,-0.17189,+1
0.31112,-0.20393,+1
0.17106,0.62352,+1
0.36372,0.9369,+1
-0.41985,-0.9685,-1
-0.17975,0.71444,+1
0.96565,0.63235,+1
-0.62111,-0.92054,-1
0.21183,0.46108,+1
-0.90355,0.58445,-1
-0.20944,-0.88043,-1
0.24147,-0.66962,-1
-0.34135,-0.46011,-1
0.082171,0.70745,+1
-0.13558,0.15604,-1
-0.72704,0.16308,-1
0.34241,0.67388,+1
0.26881,-0.57637,-1
0.8134,-0.18971,+1
0.77727,0.1501,+1
-0.96658,0.080809,-1
0.7053,-0.55484,+1
0.27401,0.42496,+1
-0.33254,-0.89843,-1
-0.081317,0.73122,+1
0.55171,-0.31596,+1
0.4964,0.24959,+1
0.45619,0.34023,+1
-0.029648,0.148,-1
0.60077,-0.10075,+1
-0.44797,0.45168,-1
-0.20583,-0.22232,-1
0.21187,-0.96281,-1
0.38165,-0.072002,+1
0.5382,-0.3301,+1
-0.67584,0.16942,-1
-0.5068,-0.80321,-1
-0.18036,0.64638,+1
-0.67202,-0.58865,-1
-0.80491,0.54026,-1
0.96944,-0.11722,+1
-0.73874,-0.51,-1
0.73273,-0.86856,+1
-0.87932,-0.47996,-1
-0.10607,0.35032,-1
-0.47703,0.39235,-1
0.11109,-0.914,-1
-0.66681,0.17336,-1
0.018778,0.99873,+1
0.9571,0.52957,+1
-0.53152,0.47381,-1
0.33337,0.24447,+1
0.71091,0.096595,+1
0.81016,-0.96448,+1
0.17173,-0.43775,-1
-0.89808,-0.43634,-1
-0.73294,-0.08627,-1
-0.55407,0.10654,-1
-0.8577,-0.80501,-1
-0.35136,0.25764,-1
0.50345,-0.10791,+1
-0.53713,0.13548,-1
-0.57423,-0.45633,-1
-0.64819,0.55122,-1
-0.83627,0.097453,-1
0.46411,0.30649,+1
0.30607,0.37733,+1
-0.77842,-0.2843,-1
0.20189,-0.30418,-1
0.62412,-0.76554,+1
-0.16813,0.58956,+1
0.75345,-0.29358,+1
0.63014,-0.75367,+1
-0.30395,-0.07882,-1
-0.089264,-0.22777,-1
-0.87551,-0.15853,-1
0.98233,0.61708,+1
0.099341,0.61348,+1
